D#COD_IBGE,cS#UF,cS#REGIAO,C#IDHM_RENDA_2000,C#PERCAPITA,D#POPULAÇÃO,cS#PERIODICIDADE DAS SESSÕES,D#PROJETOS DE LEI APRESENTADOS
2206803,RN,NORDESTE, 0.46,1637.48,6395,QUINZENAL,0
2204105,PI,NORDESTE, 0.46,1682.82,4375,SEMANAL,
2705002,AM,NORTE, 0.46,1694.71,28619,SEMANAL,3
2201002,AL,NORDESTE, 0.46,1698.14,6585,QUINZENAL,0
2517209,PI,NORDESTE, 0.46,1708.15,3865,SEMANAL,
2210383,MA,NORDESTE, 0.46,1741.25,20058,,16
2406304,MA,NORDESTE, 0.46,1743.58,14554,SEMANAL,0
2209955,MA,NORDESTE, 0.46,1747.31,17336,SEMANAL,7
1300805,PI,NORDESTE, 0.46,1748.48,4047,SEMANAL,
2701803,BA,NORDESTE, 0.46,1771.62,12765,SEMANAL,5
2206753,RN,NORDESTE, 0.46,1786.89,4448,QUINZENAL,1
2110039,MA,NORDESTE, 0.46,1805.13,7432,SEMANAL,2
2103174,TO,NORTE, 0.46,1813.81,3579,SEMANAL,12
2108454,PI,NORDESTE, 0.46,1839.67,3973,SEMANAL,3
2205532,PI,NORDESTE, 0.46,1844.94,3990,QUINZENAL,1
2918753,CE,NORDESTE, 0.46,1868.6,12540,SEMANAL,2
2413706,PI,NORDESTE, 0.46,1869.53,24150,SEMANAL,10
2111250,CE,NORDESTE, 0.46,1880.79,28358,SEMANAL,0
1703073,TO,NORTE, 0.46,1884.76,2023,SEMANAL,24
2207850,PI,NORDESTE, 0.46,1886.32,12154,SEMANAL,11
2205250,BA,NORDESTE, 0.46,1887.14,10425,SEMANAL,
2300903,PB,NORDESTE, 0.46,1894.7,7184,QUINZENAL,9
2202703,MG,SUDESTE, 0.46,1903.96,6655,SEMANAL,1
2302305,CE,NORDESTE, 0.46,1904.4,12359,QUINZENAL,0
1703826,BA,NORDESTE, 0.46,1914.77,31060,QUINZENAL,6
2207504,PI,NORDESTE, 0.46,1925.44,5690,QUINZENAL,0
2924678,PB,NORDESTE, 0.46,1928.13,10473,QUINZENAL,6
2514206,MA,NORDESTE, 0.46,1958.5,14629,SEMANAL,1
3160454,PI,NORDESTE, 0.46,1961.32,2002,SEMANAL,2
2301406,PI,NORDESTE, 0.46,1979.77,2416,SEMANAL,4
2901205,AM,NORTE, 0.46,20.15,22579,,1
2205151,PI,NORDESTE, 0.46,20.75,4881,SEMANAL,
2509008,PI,NORDESTE, 0.46,2018.16,7251,QUINZENAL,4
2104602,PI,NORDESTE, 0.46,2025.8,3025,QUINZENAL,2
2207934,AM,NORTE, 0.46,2038.41,22500,QUINZENAL,4
2203859,MG,SUDESTE, 0.46,2041.29,8121,QUINZENAL,
1300508,AL,NORDESTE, 0.46,2049.73,18355,QUINZENAL,1
2210052,MG,SUDESTE, 0.46,2065.8,4411,QUINZENAL,13
2100477,AL,NORDESTE, 0.46,2071.3,7760,SEMANAL,0
2202778,BA,NORDESTE, 0.46,2074.76,17187,SEMANAL,2
2205359,MG,SUDESTE, 0.46,2081.38,6534,MENSAL,1
1302306,PB,NORDESTE, 0.46,2084.42,7605,SEMANAL,
3135357,BA,NORDESTE, 0.46,2111.2,11395,SEMANAL,8
2707503,MA,NORDESTE, 0.46,2113.41,7543,SEMANAL,
3143153,PB,NORDESTE, 0.46,2113.9,10045,QUINZENAL,0
2701902,PB,NORDESTE, 0.46,2120.54,8311,QUINZENAL,2
2925253,AM,NORTE, 0.46,2157.86,10482,SEMANAL,0
3129657,PI,NORDESTE, 0.46,2158.16,2283,SEMANAL,0
2508505,CE,NORDESTE, 0.46,2178.09,12561,SEMANAL,2
2513000,PB,NORDESTE, 0.46,2184.57,6457,QUINZENAL,3
2905503,BA,NORDESTE, 0.46,2203.35,14261,SEMANAL,5
2104073,PB,NORDESTE, 0.46,2205.18,10227,SEMANAL,19
2508000,PI,NORDESTE, 0.46,2219.95,2413,SEMANAL,
2501575,BA,NORDESTE, 0.46,2243.54,6764,,
1300680,PB,NORDESTE, 0.46,2253.42,3118,,
2207108,PB,NORDESTE, 0.46,2260.16,16817,SEMANAL,1
2305266,BA,NORDESTE, 0.46,2314.16,10522,SEMANAL,2
2510204,PB,NORDESTE, 0.46,2320.51,4970,DIÁRIO,3
2921401,PE,NORDESTE, 0.46,2356.86,7278,SEMANAL,0
2505709,TO,NORTE, 0.46,2438.81,2455,SEMANAL,2
2210953,PE,NORDESTE, 0.46,2440.97,44169,SEMANAL,3
2924108,PE,NORDESTE, 0.46,2496.21,11264,,
2508406,PB,NORDESTE, 0.46,2508.68,6920,QUINZENAL,2
2503506,CE,NORDESTE, 0.46,2508.85,32333,SEMANAL,15
2911501,PB,NORDESTE, 0.46,2529.18,2558,QUINZENAL,4
2514552,PB,NORDESTE, 0.46,2570.39,2598,QUINZENAL,1
2602506,PE,NORDESTE, 0.46,2579.53,11305,QUINZENAL,0
1720002,SE,NORDESTE, 0.46,2590.07,25664,QUINZENAL,3
2602803,MG,SUDESTE, 0.46,2605.38,10204,QUINZENAL,1
2612455,PB,NORDESTE, 0.46,2619.68,3459,QUINZENAL,
2505600,AL,NORDESTE, 0.46,2631.39,4680,SEMANAL,0
2300754,PB,NORDESTE, 0.46,2668.68,9374,SEMANAL,0
2505303,BA,NORDESTE, 0.46,2679.6,32600,SEMANAL,6
2516151,BA,NORDESTE, 0.46,2684.21,15614,SEMANAL,1
2601805,MA,NORDESTE, 0.46,27.7,30177,SEMANAL,0
2805604,PB,NORDESTE, 0.46,2716.15,13584,SEMANAL,4
3117009,MA,NORDESTE, 0.46,2761.63,7161,QUINZENAL,0
2508703,PB,NORDESTE, 0.46,2769.27,5032,QUINZENAL,13
2703908,BA,NORDESTE, 0.46,2821.35,12572,SEMANAL,2
2507200,PB,NORDESTE, 0.46,2849.34,5638,QUINZENAL,3
2930154,PE,NORDESTE, 0.46,2852.67,8536,QUINZENAL,4
2920205,PB,NORDESTE, 0.46,2892.55,4883,SEMANAL,0
2516607,AL,NORDESTE, 0.46,2896.01,6822,SEMANAL,5
2106359,PI,NORDESTE, 0.46,2939.11,4882,QUINZENAL,25
2509396,PE,NORDESTE, 0.46,3054.52,10977,SEMANAL,2
2931608,BA,NORDESTE, 0.46,3054.59,27315,,
2500205,PA,NORTE, 0.46,3070.14,27301,DIÁRIO,4
2616183,CE,NORDESTE, 0.46,3134.26,13921,SEMANAL,0
2512721,MA,NORDESTE, 0.46,3139.46,4024,SEMANAL,4
2700904,PB,NORDESTE, 0.46,3285.08,3061,QUINZENAL,1
2202133,PB,NORDESTE, 0.46,3312.8,7800,,3
2608602,PE,NORDESTE, 0.46,3483.71,14017,SEMANAL,2
2916500,PI,NORDESTE, 0.46,4330.47,3488,QUINZENAL,10
1506005,PA,NORTE, 0.46,4651.58,17350,SEMANAL,0
2302057,BA,NORDESTE, 0.46,4729.55,8762,SEMANAL,6
2111573,MG,SUDESTE, 0.46,4841.29,7179,QUINZENAL,5
2505907,MG,SUDESTE, 0.46,5680.99,8600,QUINZENAL,10
2511608,BA,NORDESTE, 0.46,7264.81,4352,SEMANAL,
2609204,MA,NORDESTE, 0.46,7391.03,10516,,6
2205581,BA,NORDESTE, 0.46,7472.02,10288,SEMANAL,1
1502509,SE,NORDESTE, 0.46,9595.94,7102,QUINZENAL,
2904407,PI,NORDESTE, 0.46,,6706,QUINZENAL,2
3171030,CE,NORDESTE, 0.46,,8602,QUINZENAL,10
3140852,MA,NORDESTE, 0.46,,16566,QUINZENAL,0
2919009,BA,NORDESTE, 0.46,,14006,SEMANAL,6
2101251,CE,NORDESTE, 0.46,,25733,SEMANAL,0
2917359,CE,NORDESTE, 0.46,,19560,SEMANAL,0
2800704,PI,NORDESTE, 0.46,,10036,SEMANAL,2
2902054,BA,NORDESTE, 0.46,,11003,,
2200301,CE,NORDESTE, 0.47,1102.32,26414,SEMANAL,30
2201572,MA,NORDESTE, 0.47,1186.03,6994,SEMANAL,0
2205904,MA,NORDESTE, 0.47,1204.51,20162,SEMANAL,
2511707,PA,NORTE, 0.47,1229.2,20016,SEMANAL,7
2311355,RN,NORDESTE, 0.47,12301.22,10249,QUINZENAL,0
2805802,CE,NORDESTE, 0.47,1238.9,7435,SEMANAL,
2110104,CE,NORDESTE, 0.47,1244.51,8643,QUINZENAL,1
2110807,AL,NORDESTE, 0.47,1307.43,41028,SEMANAL,2
2307106,AL,NORDESTE, 0.47,1316.22,6985,SEMANAL,0
2104305,PA,NORTE, 0.47,1321.36,10037,SEMANAL,5
2100436,AL,NORDESTE, 0.47,1366.65,18975,,
1502806,MA,NORDESTE, 0.47,1387.07,55676,SEMANAL,5
2313708,MA,NORDESTE, 0.47,1398.86,31819,SEMANAL,0
2310951,AL,NORDESTE, 0.47,1422.56,11979,SEMANAL,1
2701407,MA,NORDESTE, 0.47,14621.91,5261,SEMANAL,4
2707800,CE,NORDESTE, 0.47,1464.92,20882,SEMANAL,1
1503002,AL,NORDESTE, 0.47,1469.4,24017,SEMANAL,
2701308,MA,NORDESTE, 0.47,1484.92,21446,SEMANAL,9
2103604,AL,NORDESTE, 0.47,1555.06,6594,QUINZENAL,
2110500,PI,NORDESTE, 0.47,1555.45,9345,QUINZENAL,5
2702801,AL,NORDESTE, 0.47,1557.9,24263,SEMANAL,0
2301604,PI,NORDESTE, 0.47,1570.92,9625,SEMANAL,1
2705101,PA,NORTE, 0.47,1574.33,27571,SEMANAL,2
2102309,AL,NORDESTE, 0.47,1580.23,6551,QUINZENAL,3
2709004,PI,NORDESTE, 0.47,1612.32,24127,SEMANAL,10
2207603,PI,NORDESTE, 0.47,1630.18,7178,QUINZENAL,4
2704203,TO,NORTE, 0.47,1648.73,2854,MENSAL,1
2201101,PI,NORDESTE, 0.47,1680.99,2488,SEMANAL,0
1504307,PI,NORDESTE, 0.47,1692.72,5340,SEMANAL,9
2708204,BA,NORDESTE, 0.47,1693.55,14579,SEMANAL,1
2201507,PI,NORDESTE, 0.47,1694.13,7781,SEMANAL,1
2207207,AL,NORDESTE, 0.47,1701.23,7485,,
1712801,PI,NORDESTE, 0.47,1702.8,8909,SEMANAL,4
2210375,PI,NORDESTE, 0.47,1706.83,36201,SEMANAL,
2200103,PI,NORDESTE, 0.47,1708.03,4114,QUINZENAL,
2925402,MA,NORDESTE, 0.47,1712.67,29843,SEMANAL,1
2208700,PI,NORDESTE, 0.47,1726.47,7366,SEMANAL,9
2706604,BA,NORDESTE, 0.47,1761.89,8640,SEMANAL,3
2203453,PI,NORDESTE, 0.47,1769.72,2907,SEMANAL,1
2207900,MA,NORDESTE, 0.47,1770.28,8571,SEMANAL,17
2202251,PI,NORDESTE, 0.47,1772.3,4274,BIMESTRAL,
2100956,MA,NORDESTE, 0.47,1789.47,5431,SEMANAL,2
2201960,MA,NORDESTE, 0.47,1812.75,69271,SEMANAL,0
2907558,AL,NORDESTE, 0.47,1824.97,10077,SEMANAL,0
2211506,PI,NORDESTE, 0.47,1834.04,3334,SEMANAL,30
2111748,MA,NORDESTE, 0.47,1840.7,6380,QUINZENAL,1
2210359,BA,NORDESTE, 0.47,1858.96,27272,SEMANAL,4
2100550,MA,NORDESTE, 0.47,1873.42,19906,SEMANAL,0
2110005,MA,NORDESTE, 0.47,1874.93,35411,QUINZENAL,0
2706109,CE,NORDESTE, 0.47,1888.93,11417,,
2209153,CE,NORDESTE, 0.47,1893.64,19981,QUINZENAL,0
2109056,CE,NORDESTE, 0.47,1893.85,11737,QUINZENAL,27
2907103,PI,NORDESTE, 0.47,1895.59,4138,QUINZENAL,1
2106706,BA,NORDESTE, 0.47,1895.68,13903,SEMANAL,8
2112308,PI,NORDESTE, 0.47,1908.47,13621,QUINZENAL,
2308377,MA,NORDESTE, 0.47,1914.79,5116,SEMANAL,0
2304004,RN,NORDESTE, 0.47,1919.46,5409,SEMANAL,0
2311009,PI,NORDESTE, 0.47,1926.07,4107,SEMANAL,0
2205599,TO,NORTE, 0.47,1931.46,6089,SEMANAL,10
2926509,AL,NORDESTE, 0.47,1970.16,10375,,1
2210706,PI,NORDESTE, 0.47,1982.68,3998,SEMANAL,
2109239,BA,NORDESTE, 0.47,1985.46,13003,SEMANAL,1
2402808,RN,NORDESTE, 0.47,1988.59,2847,SEMANAL,10
2201176,BA,NORDESTE, 0.47,20.25,15547,SEMANAL,0
1718758,BA,NORDESTE, 0.47,2014.04,11474,SEMANAL,
2705606,RN,NORDESTE, 0.47,2029.41,8875,,0
2211704,PI,NORDESTE, 0.47,2034.12,5141,QUINZENAL,2
2904506,PI,NORDESTE, 0.47,2035.07,6122,SEMANAL,0
2409605,CE,NORDESTE, 0.47,2048.45,18444,SEMANAL,3
2404606,MG,SUDESTE, 0.47,2067.34,4253,MENSAL,1
2109700,CE,NORDESTE, 0.47,2093.56,17928,SEMANAL,0
2904852,AL,NORDESTE, 0.47,2096.95,2926,SEMANAL,1
2919603,RN,NORDESTE, 0.47,2097.34,7687,SEMANAL,0
2414100,PB,NORDESTE, 0.47,2105.26,6588,QUINZENAL,15
2202109,AM,NORTE, 0.47,2119.77,10737,SEMANAL,3
2202083,MA,NORDESTE, 0.47,2127.01,8443,SEMANAL,2
2303303,RN,NORDESTE, 0.47,2139.4,3686,QUINZENAL,
3136579,CE,NORDESTE, 0.47,2151.64,22632,SEMANAL,0
2308906,MG,SUDESTE, 0.47,2157.76,10529,MENSAL,15
2707008,PB,NORDESTE, 0.47,2176.78,7882,SEMANAL,
2405306,BA,NORDESTE, 0.47,2205.5,15959,SEMANAL,6
2502102,CE,NORDESTE, 0.47,2206.65,19606,SEMANAL,20
1300904,PI,NORDESTE, 0.47,2207.41,4790,QUINZENAL,40
2105948,CE,NORDESTE, 0.47,2217.83,10008,QUINZENAL,1
2411106,AL,NORDESTE, 0.47,2225.69,5399,,5
2307403,PA,NORTE, 0.47,2226.56,19400,SEMANAL,20
3152170,BA,NORDESTE, 0.47,2239.65,14960,SEMANAL,
2513604,PI,NORDESTE, 0.47,2248.79,4625,QUINZENAL,0
2901155,RN,NORDESTE, 0.47,2274.17,3244,SEMANAL,
2301307,RN,NORDESTE, 0.47,2278.54,2541,QUINZENAL,0
2204352,PB,NORDESTE, 0.47,2295.5,10562,SEMANAL,6
2301257,BA,NORDESTE, 0.47,2297.56,11309,SEMANAL,0
2705309,MG,SUDESTE, 0.47,2342.06,4801,QUINZENAL,1
1506559,RN,NORDESTE, 0.47,2348.79,3633,,1
2913457,MA,NORDESTE, 0.47,2374.67,16242,QUINZENAL,0
2201919,PE,NORDESTE, 0.47,2384.29,13122,QUINZENAL,2
2411700,PB,NORDESTE, 0.47,2404.29,7272,SEMANAL,8
2407906,PB,NORDESTE, 0.47,2408.35,2427,SEMANAL,0
2509909,PI,NORDESTE, 0.47,2414.93,2963,QUINZENAL,0
2915353,PB,NORDESTE, 0.47,2506.33,11892,SEMANAL,5
3157377,PE,NORDESTE, 0.47,2513.51,17696,SEMANAL,5
2408607,PB,NORDESTE, 0.47,2534.79,13231,SEMANAL,0
2111763,AC,NORTE, 0.47,2554.99,26722,SEMANAL,14
2609303,PE,NORDESTE, 0.47,2598.9,13597,SEMANAL,2
2510006,AM,NORTE, 0.47,2606.86,28956,SEMANAL,1
2509370,BA,NORDESTE, 0.47,2611.26,17149,SEMANAL,12
2201556,MG,SUDESTE, 0.47,2640.22,5337,QUINZENAL,1
2506103,PE,NORDESTE, 0.47,2652.03,9695,SEMANAL,0
2603900,PB,NORDESTE, 0.47,2664.93,3692,QUINZENAL,1
2509404,AL,NORDESTE, 0.47,2696.72,17046,SEMANAL,1
1200302,PE,NORDESTE, 0.47,2744.68,11116,SEMANAL,18
2616506,AC,NORTE, 0.47,2759.7,8093,SEMANAL,3
1302405,PE,NORDESTE, 0.47,2798.81,36641,SEMANAL,2
2902401,PB,NORDESTE, 0.47,2803.84,2793,SEMANAL,3
3115474,RN,NORDESTE, 0.47,2819.23,11531,SEMANAL,0
2608255,CE,NORDESTE, 0.47,2892.87,30347,SEMANAL,6
2511004,PE,NORDESTE, 0.47,2997.72,11653,SEMANAL,
2709103,PB,NORDESTE, 0.47,3054.56,2848,,1
2614303,PE,NORDESTE, 0.47,3098.58,14411,SEMANAL,
1200427,PA,NORTE, 0.47,3270.52,9224,SEMANAL,2
2600500,PE,NORDESTE, 0.47,3282.07,28531,SEMANAL,
2512747,PI,NORDESTE, 0.47,3351.35,39801,SEMANAL,5
2413904,PI,NORDESTE, 0.47,3454.72,7779,QUINZENAL,14
2306553,AM,NORTE, 0.47,3577.31,12264,QUINZENAL,3
2607950,PB,NORDESTE, 0.47,3615.8,4180,SEMANAL,8
2503753,MG,SUDESTE, 0.47,3635.17,5263,SEMANAL,0
2605152,PB,NORDESTE, 0.47,3660.69,18095,QUINZENAL,8
1502855,MA,NORDESTE, 0.47,4552.74,6289,QUINZENAL,
2600401,RR,NORTE, 0.47,4609.74,6138,QUINZENAL,0
2211100,PB,NORDESTE, 0.47,4841.87,6678,,5
2201150,PA,NORTE, 0.47,5317.14,14594,,4
1304401,PI,NORDESTE, 0.47,,5151,QUINZENAL,9
2504033,MA,NORDESTE, 0.47,,28150,SEMANAL,2
3127339,SE,NORDESTE, 0.47,,19202,QUINZENAL,6
2500809,PI,NORDESTE, 0.47,,2429,BIMESTRAL,
2110658,CE,NORDESTE, 0.47,,15596,SEMANAL,
1400407,MA,NORDESTE, 0.47,,5144,SEMANAL,4
2515906,PI,NORDESTE, 0.47,,12000,SEMANAL,2
1501451,PB,NORDESTE, 0.47,,5430,,1
5203962,RN,NORDESTE, 0.48,1944,15987,SEMANAL,2
2907400,PB,NORDESTE, 0.48,2345,6086,QUINZENAL,0
2402709,CE,NORDESTE, 0.48,1034.32,5687,SEMANAL,
2306504,MA,NORDESTE, 0.48,1071.2,33665,SEMANAL,5
2917003,CE,NORDESTE, 0.48,1072.49,9548,QUINZENAL,0
2205276,CE,NORDESTE, 0.48,1109.76,15604,SEMANAL,
2512762,MA,NORDESTE, 0.48,1125.49,9612,,
2926806,CE,NORDESTE, 0.48,1131.86,25207,QUINZENAL,1
2806404,BA,NORDESTE, 0.48,1178.94,8612,,0
2209757,CE,NORDESTE, 0.48,1180.5,8385,,
2933059,MA,NORDESTE, 0.48,1254.91,24922,,0
2300606,MA,NORDESTE, 0.48,1333.8,16442,,
2109601,MA,NORDESTE, 0.48,1358.26,21224,SEMANAL,5
2300507,TO,NORTE, 0.48,1387.68,9488,SEMANAL,1
2303006,AL,NORDESTE, 0.48,1390.4,5919,QUINZENAL,
2110278,MA,NORDESTE, 0.48,1426.13,5288,SEMANAL,1
2301703,MA,NORDESTE, 0.48,1460.21,26043,QUINZENAL,0
2919900,PA,NORTE, 0.48,1467.59,17664,SEMANAL,7
2300101,TO,NORTE, 0.48,1477.11,3669,SEMANAL,5
2110203,MA,NORDESTE, 0.48,1490.62,14253,SEMANAL,0
2110401,BA,NORDESTE, 0.48,1493.86,14140,SEMANAL,5
2104008,BA,NORDESTE, 0.48,1496.55,10171,SEMANAL,2
1720804,MA,NORDESTE, 0.48,1512.3,4287,SEMANAL,2
2700805,PA,NORTE, 0.48,1549.28,27405,SEMANAL,2
2101806,PI,NORDESTE, 0.48,1630.87,3117,QUINZENAL,0
2106904,BA,NORDESTE, 0.48,1655.14,18383,SEMANAL,13
1507706,AL,NORDESTE, 0.48,1656.14,13755,SEMANAL,1
1720309,BA,NORDESTE, 0.48,1668.35,17045,SEMANAL,
2110302,PA,NORTE, 0.48,1669.88,7693,SEMANAL,0
2932457,PA,NORTE, 0.48,1670.93,33011,SEMANAL,2
2907707,PI,NORDESTE, 0.48,1678.9,6493,,1
2111953,RN,NORDESTE, 0.48,1699.36,7253,SEMANAL,0
1507201,TO,NORTE, 0.48,1718.19,3787,SEMANAL,2
2208601,PI,NORDESTE, 0.48,1729.85,2667,SEMANAL,0
2913804,AL,NORDESTE, 0.48,1732.08,18660,SEMANAL,0
2706505,BA,NORDESTE, 0.48,1740.48,17553,SEMANAL,
2925709,PA,NORTE, 0.48,1743.91,97624,SEMANAL,0
1504109,PI,NORDESTE, 0.48,1744.22,2231,SEMANAL,6
1500909,PI,NORDESTE, 0.48,1745.45,4595,QUINZENAL,1
2203008,PI,NORDESTE, 0.48,1751.31,4685,QUINZENAL,
2413508,PI,NORDESTE, 0.48,1778.08,4372,SEMANAL,15
1712405,BA,NORDESTE, 0.48,1778.61,12619,SEMANAL,6
2202075,AL,NORDESTE, 0.48,1795.12,21270,MENSAL,
2700102,RN,NORDESTE, 0.48,1805.38,10715,SEMANAL,3
2914307,AM,NORTE, 0.48,1811.76,23725,SEMANAL,9
1502103,PI,NORDESTE, 0.48,1813.08,4415,SEMANAL,10
2205540,AL,NORDESTE, 0.48,1825.9,23951,SEMANAL,6
2209351,MA,NORDESTE, 0.48,1827.07,15460,SEMANAL,12
2203750,AM,NORTE, 0.48,1827.1,24197,MENSAL,
2203800,BA,NORDESTE, 0.48,1834.37,15491,SEMANAL,0
2930907,AL,NORDESTE, 0.48,1840.47,29124,SEMANAL,2
2702603,AM,NORTE, 0.48,1848.43,26074,SEMANAL,10
2403509,MA,NORDESTE, 0.48,1853.16,9759,QUINZENAL,
1303106,RN,NORDESTE, 0.48,1853.99,4709,,
2202851,PI,NORDESTE, 0.48,1861.7,4248,SEMANAL,3
2707305,BA,NORDESTE, 0.48,1863.1,8644,SEMANAL,5
2108009,PB,NORDESTE, 0.48,1877.06,7701,SEMANAL,4
1300409,AL,NORDESTE, 0.48,1918.76,9552,,3
2902005,CE,NORDESTE, 0.48,1919.02,31203,SEMANAL,2
2708808,MA,NORDESTE, 0.48,1927.82,9100,SEMANAL,8
1301407,PB,NORDESTE, 0.48,1928.9,4844,QUINZENAL,0
2105203,PI,NORDESTE, 0.48,1945.48,4886,SEMANAL,3
2401602,RN,NORDESTE, 0.48,1955.87,12261,SEMANAL,1
2202711,CE,NORDESTE, 0.48,1975.4,38219,QUINZENAL,2
2928307,MA,NORDESTE, 0.48,1985.31,15660,SEMANAL,3
2505402,BA,NORDESTE, 0.48,1997.81,11156,SEMANAL,
2701209,RN,NORDESTE, 0.48,1998.03,9154,,4
2307502,BA,NORDESTE, 0.48,1998.82,15356,SEMANAL,0
2104503,RN,NORDESTE, 0.48,20.05,6808,SEMANAL,0
2508109,BA,NORDESTE, 0.48,2040.89,9466,SEMANAL,4
2411403,PI,NORDESTE, 0.48,2046.29,5117,QUINZENAL,1
2209872,PA,NORTE, 0.48,2048.27,21032,SEMANAL,3
2410108,CE,NORDESTE, 0.48,2052.37,18617,SEMANAL,2
2305902,TO,NORTE, 0.48,2056.91,3738,SEMANAL,0
2107357,AM,NORTE, 0.48,2064.35,17507,SEMANAL,0
2902658,BA,NORDESTE, 0.48,2071.34,13531,SEMANAL,40391
2407005,PI,NORDESTE, 0.48,2079.01,5481,QUINZENAL,
2923357,AL,NORDESTE, 0.48,2085.66,11351,SEMANAL,0
2406601,RN,NORDESTE, 0.48,2091.51,6757,SEMANAL,1
2500106,BA,NORDESTE, 0.48,2097.97,21056,,5
2925931,PB,NORDESTE, 0.48,21.01,8377,QUINZENAL,
2201705,CE,NORDESTE, 0.48,2116.41,29574,SEMANAL,7
1501907,PI,NORDESTE, 0.48,2129.89,4192,QUINZENAL,2
2303105,BA,NORDESTE, 0.48,2146.62,16704,SEMANAL,0
1720101,CE,NORDESTE, 0.48,2150.17,11832,QUINZENAL,2
1301308,MG,SUDESTE, 0.48,2161.2,4187,,4
2924058,PE,NORDESTE, 0.48,2168.14,7079,QUINZENAL,0
2202091,AM,NORTE, 0.48,2199.39,38038,QUINZENAL,5
2700508,CE,NORDESTE, 0.48,2200.04,12163,SEMANAL,0
2400901,CE,NORDESTE, 0.48,2221.33,15225,SEMANAL,
2918308,PI,NORDESTE, 0.48,2222.97,5634,QUINZENAL,5
2308005,BA,NORDESTE, 0.48,2223.51,15508,SEMANAL,
2209559,AL,NORDESTE, 0.48,2247.62,5788,SEMANAL,1
2920403,CE,NORDESTE, 0.48,2254.27,5724,,
2304509,RN,NORDESTE, 0.48,2259.01,2948,QUINZENAL,1
3142254,MG,SUDESTE, 0.48,2268.69,6949,QUINZENAL,12
2603405,MG,SUDESTE, 0.48,2271.77,13894,,2
1302702,PB,NORDESTE, 0.48,2319.36,4900,QUINZENAL,1
2303907,PE,NORDESTE, 0.48,2336.27,17096,SEMANAL,
2310803,CE,NORDESTE, 0.48,2339.18,9435,SEMANAL,7
2207777,MG,SUDESTE, 0.48,2345.25,5164,QUINZENAL,0
2904803,AM,NORTE, 0.48,2365.98,7308,QUINZENAL,
2703700,PE,NORDESTE, 0.48,2370.54,6110,,2
2301802,BA,NORDESTE, 0.48,2383.33,15503,SEMANAL,4
2407252,PE,NORDESTE, 0.48,2406.32,32423,SEMANAL,0
3150570,PE,NORDESTE, 0.48,2414.35,20823,SEMANAL,7
3134004,RN,NORDESTE, 0.48,2418.49,4798,QUINZENAL,
2514453,BA,NORDESTE, 0.48,2424.07,28643,SEMANAL,21
2614808,PB,NORDESTE, 0.48,2436.46,2473,QUINZENAL,1
2305332,PB,NORDESTE, 0.48,2437.37,13127,SEMANAL,3
2515005,PB,NORDESTE, 0.48,2458.29,6383,QUINZENAL,2
3147956,PB,NORDESTE, 0.48,2465.69,14117,SEMANAL,12
1300060,MA,NORDESTE, 0.48,2486.56,5239,SEMANAL,1
2606309,MG,SUDESTE, 0.48,2495.7,4902,QUINZENAL,20
2928059,AL,NORDESTE, 0.48,2524.38,29543,SEMANAL,2
2605301,AM,NORTE, 0.48,2525.47,15355,SEMANAL,1
2605608,BA,NORDESTE, 0.48,2527.13,21670,SEMANAL,4
2403301,MG,SUDESTE, 0.48,2548.13,5583,QUINZENAL,1
2926400,MG,SUDESTE, 0.48,2588.18,9315,SEMANAL,0
2516755,PE,NORDESTE, 0.48,2593.63,10348,QUINZENAL,0
2501609,PB,NORDESTE, 0.48,2595.24,6885,SEMANAL,10
2506608,MG,SUDESTE, 0.48,2600.07,7148,MENSAL,2
2507309,MG,SUDESTE, 0.48,2608.44,9358,SEMANAL,3
2101939,CE,NORDESTE, 0.48,2627.26,8166,SEMANAL,1
3127057,PB,NORDESTE, 0.48,2648.17,4481,QUINZENAL,3
2708501,PB,NORDESTE, 0.48,2681.73,16605,SEMANAL,2
1303007,PE,NORDESTE, 0.48,2707.18,24340,QUINZENAL,2
2923209,AM,NORTE, 0.48,2724.06,17119,SEMANAL,
3120300,MA,NORDESTE, 0.48,27260.48,6393,SEMANAL,13
3130051,TO,NORTE, 0.48,2729.33,3610,MENSAL,2
2610301,RN,NORDESTE, 0.48,2730.44,6963,SEMANAL,1
2515971,AC,NORTE, 0.48,2759.77,5485,SEMANAL,2
3136959,BA,NORDESTE, 0.48,2838.94,22177,SEMANAL,2
3154507,AM,NORTE, 0.48,2896.1,11038,SEMANAL,4
2310001,SE,NORDESTE, 0.48,2897.62,11363,QUINZENAL,0
2514107,PB,NORDESTE, 0.48,2900.76,4958,SEMANAL,2
2501005,MG,SUDESTE, 0.48,2905.43,3664,,
2606606,SE,NORDESTE, 0.48,2906.04,3965,QUINZENAL,1
1303304,PB,NORDESTE, 0.48,2923.87,7086,SEMANAL,22
1715705,PB,NORDESTE, 0.48,2936.7,6124,QUINZENAL,5
2410405,BA,NORDESTE, 0.48,2981.27,4495,SEMANAL,
1200393,SE,NORDESTE, 0.48,3023.66,8281,SEMANAL,
2912707,PE,NORDESTE, 0.48,3041.67,10626,SEMANAL,
1300631,SE,NORDESTE, 0.48,3052.88,13152,QUINZENAL,3
2802403,SE,NORDESTE, 0.48,3067.92,3447,QUINZENAL,2
2500536,PE,NORDESTE, 0.48,3094.05,11102,SEMANAL,104
3162658,PI,NORDESTE, 0.48,3199.93,4184,MENSAL,5
