Região;País;Item;Canal;Prioridade Pedido;Data Pedido;ID Pedido;Data Envio;Unidades Vendidas;Preço Unit;Custo Unit;Receita Total;Custo Total;Lucro Total
África Subsaariana;Chad;Comida para bebê;Offline;H;09/08/16;579379737;26/08/16;194;255,28;159,42;49524,32;30927,48;18596,84
Europa;Ireland;Carne;Online;C;06/10/11;234073007;20/11/11;6259;421,89;364,69;2640609,51;2282594,71;358014,8
Oriente Médio e Norte da África;Pakistan;Carne;Online;C;17/02/13;612943828;01/03/13;2554;421,89;364,69;1077507,06;931418,26;146088,8
África Subsaariana;Mozambique;Frutas;Online;C;14/12/12;433228528;21/12/12;804;9,33;6,92;7501,32;5563,68;1937,64
Oriente Médio e Norte da África;Bahrain;Frutas;Online;L;20/11/15;282475936;28/11/15;9762;9,33;6,92;91079,46;67553,04;23526,42
Ásia;Tajikistan;Carne;Online;M;07/07/12;368547379;12/07/12;214;421,89;364,69;90284,46;78043,66;12240,8
Austrália e Oceania;New Zealand;Carne;Offline;H;02/06/13;969616687;28/06/13;9980;421,89;364,69;4210462,2;3639606,2;570856
África Subsaariana;Niger;Comida para bebê;Online;L;04/02/15;184170186;17/02/15;8906;255,28;159,42;2273523,68;1419794,52;853729,16
Europa;Armenia;Frutas;Online;C;28/04/11;681006705;14/06/11;3872;9,33;6,92;36125,76;26794,24;9331,52
África Subsaariana;Gabon;Comida para bebê;Online;L;01/02/12;249237573;21/02/12;3791;255,28;159,42;967766,48;604361,22;363405,26
Ásia;Kyrgyzstan;Vegetais;Offline;H;29/01/17;348286616;13/02/17;4604;154,06;90,93;709292,24;418641,72;290650,52
Austrália e Oceania;Fiji;Roupas;Offline;L;01/12/11;257890164;29/12/11;4285;109,28;35,84;468264,8;153574,4;314690,4
Europa;Romania;Cosméticos;Online;H;08/05/17;228097045;17/06/17;7839;437,2;263,33;3427210,8;2064243,87;1362966,93
África Subsaariana;Botswana;Cereais;Online;C;03/05/17;129268586;21/06/17;2302;205,7;117,11;473521,4;269587,22;203934,18
Austrália e Oceania;Fiji;Cosméticos;Online;M;31/10/15;802078616;09/12/15;1741;437,2;263,33;761165,2;458457,53;302707,67
Europa;Vatican City;Roupas;Offline;C;11/04/10;907513463;19/04/10;2256;109,28;35,84;246535,68;80855,04;165680,64
Ásia;Thailand;Vegetais;Online;L;17/07/10;976871955;31/08/10;6975;154,06;90,93;1074568,5;634236,75;440331,75
Europa;Belarus;Cereais;Offline;C;31/05/12;261765420;17/07/12;1060;205,7;117,11;218042;124136,6;93905,4
Austrália e Oceania;Solomon Islands;Vegetais;Offline;L;15/07/16;784117686;17/07/16;6703;154,06;90,93;1032664,18;609503,79;423160,39
Ásia;China;Cosméticos;Offline;M;14/01/17;586165082;27/01/17;8128;437,2;263,33;3553561,6;2140346,24;1413215,36
África Subsaariana;Angola;Snacks;Online;C;26/11/12;480456435;16/12/12;6591;152,58;97,44;1005654,78;642227,04;363427,74
Ásia;Cambodia;Cereais;Online;L;03/10/11;899853074;26/10/11;5376;205,7;117,11;1105843,2;629583,36;476259,84
América Central e o Caribe;Guatemala;Comida para bebê;Offline;L;30/11/10;547528827;15/12/10;4802;255,28;159,42;1225854,56;765534,84;460319,72
África Subsaariana;Namibia;Vegetais;Online;L;08/05/16;446970021;09/05/16;7217;154,06;90,93;1111851,02;656241,81;455609,21
Europa;Serbia;Bebidas;Offline;H;27/02/16;791975486;20/03/16;2001;47,45;31,79;94947,45;63611,79;31335,66
Oriente Médio e Norte da África;Turkey;Vegetais;Offline;M;24/08/14;496656548;29/09/14;564;154,06;90,93;86889,84;51284,52;35605,32
Oriente Médio e Norte da África;Pakistan;Vegetais;Offline;C;26/05/13;345437037;30/06/13;1351;154,06;90,93;208135,06;122846,43;85288,63
Europa;Georgia;Vegetais;Offline;H;26/01/15;743053281;23/02/15;4833;154,06;90,93;744571,98;439464,69;305107,29
Austrália e Oceania;Vanuatu;Snacks;Offline;L;07/01/12;364554107;18/01/12;8516;152,58;97,44;1299371,28;829799,04;469572,24
Europa;Luxembourg;Cosméticos;Online;H;10/01/12;205300843;03/12/12;1937;437,2;263,33;846856,4;510070,21;336786,19
Oriente Médio e Norte da África;Saudi Arabia;Eletrodomésticos;Online;M;16/09/15;430967319;05/10/15;1661;668,27;502,54;1109996,47;834718,94;275277,53
Austrália e Oceania;Vanuatu;Carne;Offline;H;28/06/12;827539861;01/07/12;6289;421,89;364,69;2653266,21;2293535,41;359730,8
América Central e o Caribe;Haiti;Snacks;Offline;H;02/12/14;351317298;14/01/15;1450;152,58;97,44;221241;141288;79953
África Subsaariana;Tanzania;Eletrodomésticos;Offline;C;04/02/13;278910958;04/02/13;4805;668,27;502,54;3211037,35;2414704,7;796332,65
Ásia;North Korea;Cosméticos;Offline;C;17/02/17;157244670;15/03/17;1047;437,2;263,33;457748,4;275706,51;182041,89
Oriente Médio e Norte da África;Bahrain;Bebidas;Online;L;24/06/15;953554761;28/07/15;6899;47,45;31,79;327357,55;219319,21;108038,34
África Subsaariana;Cote d'Ivoire;Cereais;Online;L;30/07/16;105390059;25/08/16;6115;205,7;117,11;1257855,5;716127,65;541727,85
Ásia;Singapore;Cosméticos;Offline;L;23/10/14;970611894;10/11/14;4483;437,2;263,33;1959967,6;1180508,39;779459,21
Ásia;Malaysia;Comida para bebê;Offline;M;16/12/16;677394092;29/12/16;4820;255,28;159,42;1230449,6;768404,4;462045,2
Europa;Albania;Comida para bebê;Online;L;28/09/15;474222981;26/10/15;1973;255,28;159,42;503667,44;314535,66;189131,78
África Subsaariana;Gabon;Snacks;Online;L;16/04/16;779897391;05/05/16;7824;152,58;97,44;1193785,92;762370,56;431415,36
Europa;Poland;Snacks;Offline;L;27/03/17;733528649;30/03/17;6283;152,58;97,44;958660,14;612215,52;346444,62
África Subsaariana;Chad;Artigos Escritório;Online;H;25/06/14;444540584;02/08/14;8292;651,21;524,96;5399833,32;4352968,32;1046865
África Subsaariana;Republic of the Congo;Roupas;Online;H;29/07/12;542669522;11/09/12;6826;109,28;35,84;745945,28;244643,84;501301,44
Ásia;Philippines;Frutas;Offline;L;04/05/13;827964293;01/06/13;1888;9,33;6,92;17615,04;13064,96;4550,08
Europa;France;Snacks;Offline;M;02/02/12;720786225;15/02/12;5516;152,58;97,44;841631,28;537479,04;304152,24
Europa;Germany;Eletrodomésticos;Offline;H;24/07/16;611809146;01/08/16;6777;668,27;502,54;4528865,79;3405713,58;1123152,21
África Subsaariana;Uganda;Cuidados Pessoais;Online;M;04/11/12;512019383;12/12/12;6769;81,73;56,67;553230,37;383599,23;169631,14
Oriente Médio e Norte da África;Bahrain;Cuidados Pessoais;Online;C;05/08/14;502715766;17/08/14;3621;81,73;56,67;295944,33;205202,07;90742,26
Oriente Médio e Norte da África;Jordan;Artigos Escritório;Offline;M;22/10/13;285509622;28/10/13;7497;651,21;524,96;4882121,37;3935625,12;946496,25
Europa;Montenegro;Bebidas;Offline;L;01/12/14;532324779;03/01/15;5586;47,45;31,79;265055,7;177578,94;87476,76
Oriente Médio e Norte da África;Tunisia ;Cuidados Pessoais;Offline;H;02/11/15;635397565;21/11/15;7114;81,73;56,67;581427,22;403150,38;178276,84
Europa;Germany;Cereais;Offline;M;07/10/11;957276809;04/11/11;8335;205,7;117,11;1714509,5;976111,85;738397,65
Europa;Italy;Snacks;Online;L;09/02/14;580823838;21/03/14;7536;152,58;97,44;1149842,88;734307,84;415535,04
Europa;France;Artigos Escritório;Offline;H;29/05/16;459212481;16/06/16;33;651,21;524,96;21489,93;17323,68;4166,25
Oriente Médio e Norte da África;Algeria;Comida para bebê;Online;L;08/04/13;265929067;23/05/13;3175;255,28;159,42;810514;506158,5;304355,5
Ásia;Myanmar;Bebidas;Online;H;20/09/11;644772422;26/10/11;1343;47,45;31,79;63725,35;42693,97;21031,38
Europa;France;Vegetais;Offline;C;12/04/12;959853875;04/05/12;947;154,06;90,93;145894,82;86110,71;59784,11
Europa;Spain;Vegetais;Online;C;02/10/12;645597255;25/10/12;5429;154,06;90,93;836391,74;493658,97;342732,77
Ásia;Cambodia;Comida para bebê;Offline;C;02/01/12;556738889;25/01/12;264;255,28;159,42;67393,92;42086,88;25307,04
África Subsaariana;The Gambia;Vegetais;Online;M;30/09/13;718327605;10/11/13;7956;154,06;90,93;1225701,36;723439,08;502262,28
Europa;Russia;Comida para bebê;Offline;L;10/03/15;775724732;20/03/15;3041;255,28;159,42;776306,48;484796,22;291510,26
Europa;Belarus;Comida para bebê;Offline;H;26/10/10;444604098;31/10/10;7088;255,28;159,42;1809424,64;1129968,96;679455,68
Oriente Médio e Norte da África;Turkey;Bebidas;Online;C;02/05/11;860952031;13/05/11;3693;47,45;31,79;175232,85;117400,47;57832,38
África Subsaariana;Kenya;Carne;Offline;C;19/02/17;531067359;20/02/17;3488;421,89;364,69;1471552,32;1272038,72;199513,6
Oriente Médio e Norte da África;Iran;Cosméticos;Offline;M;20/07/14;281561410;02/08/14;9133;437,2;263,33;3992947,6;2404992,89;1587954,71
Ásia;Vietnam;Cuidados Pessoais;Offline;L;18/06/17;109358012;10/07/17;321;81,73;56,67;26235,33;18191,07;8044,26
Europa;Albania;Bebidas;Online;L;19/07/10;531693494;06/08/10;8775;47,45;31,79;416373,75;278957,25;137416,5
América Central e o Caribe;Antigua and Barbuda ;Roupas;Offline;C;09/08/13;336116683;04/09/13;3251;109,28;35,84;355269,28;116515,84;238753,44
África Subsaariana;Senegal;Cereais;Offline;M;23/03/17;630488908;30/04/17;4534;205,7;117,11;932643,8;530976,74;401667,06
Europa;Netherlands;Frutas;Online;L;31/10/16;792983996;02/12/16;441;9,33;6,92;4114,53;3051,72;1062,81
Europa;Russia;Frutas;Online;C;03/07/16;722088277;03/07/16;822;9,33;6,92;7669,26;5688,24;1981,02
Europa;Slovakia;Cosméticos;Online;H;07/01/10;386600577;29/01/10;2557;437,2;263,33;1117920,4;673334,81;444585,59
Austrália e Oceania;East Timor;Bebidas;Offline;L;06/12/14;275632226;18/01/15;4556;47,45;31,79;216182,2;144835,24;71346,96
América Central e o Caribe;Haiti;Vegetais;Offline;H;16/10/15;948607051;27/11/15;2761;154,06;90,93;425359,66;251057,73;174301,93
Oriente Médio e Norte da África;Yemen;Cereais;Online;H;10/05/13;785261380;26/05/13;5147;205,7;117,11;1058737,9;602765,17;455972,73
Austrália e Oceania;Tuvalu;Cereais;Online;C;27/03/13;935644042;15/05/13;6719;205,7;117,11;1382098,3;786862,09;595236,21
África Subsaariana;Liberia;Snacks;Offline;M;13/07/14;370116364;17/08/14;4512;152,58;97,44;688440,96;439649,28;248791,68
Ásia;North Korea;Bebidas;Online;C;16/08/13;829352176;26/08/13;2594;47,45;31,79;123085,3;82463,26;40622,04
Ásia;North Korea;Eletrodomésticos;Online;M;14/07/15;974337804;07/08/15;7063;668,27;502,54;4719991,01;3549440,02;1170550,99
Europa;Romania;Eletrodomésticos;Online;H;23/12/14;436372077;03/01/15;1050;668,27;502,54;701683,5;527667;174016,5
África Subsaariana;Sao Tome and Principe;Cereais;Offline;M;27/04/15;267066323;19/05/15;9715;205,7;117,11;1998375,5;1137723,65;860651,85
Oriente Médio e Norte da África;Bahrain;Frutas;Online;M;14/03/17;688344371;28/04/17;5251;9,33;6,92;48991,83;36336,92;12654,91
Oriente Médio e Norte da África;Somalia;Cosméticos;Offline;M;02/10/14;642442548;02/11/14;1881;437,2;263,33;822373,2;495323,73;327049,47
Europa;Cyprus;Cereais;Online;C;13/07/14;941909682;01/08/14;861;205,7;117,11;177107,7;100831,71;76275,99
Europa;United Kingdom;Bebidas;Offline;C;31/07/16;219607102;13/08/16;5477;47,45;31,79;259883,65;174113,83;85769,82
Europa;Germany;Cuidados Pessoais;Offline;H;30/08/10;778708636;02/09/10;6045;81,73;56,67;494057,85;342570,15;151487,7
Oriente Médio e Norte da África;Somalia;Bebidas;Online;M;22/04/10;942700612;06/06/10;4915;47,45;31,79;233216,75;156247,85;76968,9
Austrália e Oceania;New Zealand;Eletrodomésticos;Offline;H;09/03/11;905381858;08/04/11;1466;668,27;502,54;979683,82;736723,64;242960,18
Oriente Médio e Norte da África;Kuwait;Carne;Online;C;13/01/10;480863702;28/01/10;7110;421,89;364,69;2999637,9;2592945,9;406692
Ásia;Japan;Cosméticos;Online;L;06/01/16;453569972;19/02/16;289;437,2;263,33;126350,8;76102,37;50248,43
Europa;Norway;Comida para bebê;Offline;H;17/08/16;328236997;10/09/16;1476;255,28;159,42;376793,28;235303,92;141489,36
África Subsaariana;Lesotho;Cuidados Pessoais;Offline;C;22/10/11;579913604;23/10/11;8177;81,73;56,67;668306,21;463390,59;204915,62
Europa;Belgium;Cosméticos;Online;H;12/02/10;403961122;20/03/10;9928;437,2;263,33;4340521,6;2614340,24;1726181,36
América Central e o Caribe;Honduras;Cosméticos;Offline;L;29/05/17;866053378;22/06/17;3295;437,2;263,33;1440574;867672,35;572901,65
Europa;Austria;Eletrodomésticos;Offline;C;17/04/10;852176702;13/05/10;6878;668,27;502,54;4596361,06;3456470,12;1139890,94
Oriente Médio e Norte da África;Oman;Comida para bebê;Online;M;08/09/15;218629920;20/10/15;6307;255,28;159,42;1610050,96;1005461,94;604589,02
Oriente Médio e Norte da África;Oman;Comida para bebê;Offline;C;13/02/16;242024362;17/03/16;9242;255,28;159,42;2359297,76;1473359,64;885938,12
Europa;Spain;Snacks;Offline;M;16/02/14;469283854;16/02/14;376;152,58;97,44;57370,08;36637,44;20732,64
Oriente Médio e Norte da África;Afghanistan;Frutas;Online;C;22/04/13;967644727;30/04/13;6433;9,33;6,92;60019,89;44516,36;15503,53
América Central e o Caribe;Saint Vincent and the Grenadines;Cosméticos;Offline;L;15/07/14;974655807;23/07/14;1167;437,2;263,33;510212,4;307306,11;202906,29
Europa;Iceland;Vegetais;Online;M;07/03/12;248178422;22/03/12;365;154,06;90,93;56231,9;33189,45;23042,45
Ásia;Myanmar;Vegetais;Offline;L;14/01/13;416386401;16/02/13;6844;154,06;90,93;1054386,64;622324,92;432061,72
Europa;Netherlands;Snacks;Offline;L;22/05/17;927766072;20/06/17;5453;152,58;97,44;832018,74;531340,32;300678,42
Europa;Slovakia;Vegetais;Online;M;23/03/15;401116263;31/03/15;8071;154,06;90,93;1243418,26;733896,03;509522,23
Oriente Médio e Norte da África;Bahrain;Frutas;Offline;H;28/09/12;675548303;06/11/12;8610;9,33;6,92;80331,3;59581,2;20750,1
África Subsaariana;Lesotho;Comida para bebê;Online;L;06/06/13;960486018;04/07/13;8012;255,28;159,42;2045303,36;1277273,04;768030,32
América Central e o Caribe;Cuba;Roupas;Offline;L;02/04/14;985665738;19/05/14;9250;109,28;35,84;1010840;331520;679320
Oriente Médio e Norte da África;Afghanistan;Roupas;Offline;C;13/01/17;551136291;13/01/17;2331;109,28;35,84;254731,68;83543,04;171188,64
Austrália e Oceania;Vanuatu;Cereais;Online;L;03/02/17;877259004;16/02/17;9289;205,7;117,11;1910747,3;1087834,79;822912,51
Ásia;Bhutan;Bebidas;Offline;M;05/08/14;554707705;19/09/14;9192;47,45;31,79;436160,4;292213,68;143946,72
Austrália e Oceania;Palau;Cereais;Offline;L;06/10/10;494468724;23/10/10;3139;205,7;117,11;645692,3;367608,29;278084,01
Ásia;Indonesia;Cuidados Pessoais;Online;H;10/09/11;777840888;23/10/11;9259;81,73;56,67;756738,07;524707,53;232030,54
Europa;Andorra;Comida para bebê;Offline;C;12/12/16;206435525;27/01/17;7714;255,28;159,42;1969229,92;1229765,88;739464,04
Oriente Médio e Norte da África;Algeria;Artigos Escritório;Online;C;26/10/15;352176463;05/12/15;5696;651,21;524,96;3709292,16;2990172,16;719120
Austrália e Oceania;Vanuatu;Cosméticos;Offline;C;14/10/13;607300031;14/10/13;2429;437,2;263,33;1061958,8;639628,57;422330,23
América do Norte;Mexico;Comida para bebê;Online;H;17/08/13;434355056;28/09/13;4168;255,28;159,42;1064007,04;664462,56;399544,48
Europa;Macedonia;Frutas;Offline;M;07/08/11;716202867;20/09/11;9199;9,33;6,92;85826,67;63657,08;22169,59
América Central e o Caribe;Panama;Cuidados Pessoais;Online;H;22/05/16;606017291;12/06/16;2838;81,73;56,67;231949,74;160829,46;71120,28
Ásia;Nepal;Cereais;Offline;H;13/01/15;677284657;15/01/15;2436;205,7;117,11;501085,2;285279,96;215805,24
Ásia;Nepal;Frutas;Online;C;22/07/14;673803794;29/07/14;2371;9,33;6,92;22121,43;16407,32;5714,11
África Subsaariana;Mauritius ;Cereais;Offline;C;25/06/15;859686028;10/07/15;9055;205,7;117,11;1862613,5;1060431,05;802182,45
África Subsaariana;Sao Tome and Principe;Roupas;Online;H;10/08/15;669355189;26/09/15;5930;109,28;35,84;648030,4;212531,2;435499,2
América Central e o Caribe;Saint Vincent and the Grenadines;Frutas;Offline;L;19/10/13;957547605;21/11/13;8470;9,33;6,92;79025,1;58612,4;20412,7
Ásia;Maldives;Cuidados Pessoais;Online;M;09/10/13;849312102;23/11/13;9180;81,73;56,67;750281,4;520230,6;230050,8
África Subsaariana;Swaziland;Cuidados Pessoais;Offline;H;26/09/12;890010011;14/10/12;2595;81,73;56,67;212089,35;147058,65;65030,7
Oriente Médio e Norte da África;Morocco;Cereais;Online;H;02/10/12;795315158;26/10/12;284;205,7;117,11;58418,8;33259,24;25159,56
Ásia;Maldives;Roupas;Offline;M;11/12/16;801213872;28/01/17;5844;109,28;35,84;638632,32;209448,96;429183,36
África Subsaariana;Zimbabwe;Frutas;Offline;C;26/07/10;314004981;09/08/10;9907;9,33;6,92;92432,31;68556,44;23875,87
Ásia;India;Cereais;Online;C;27/03/10;160299813;06/04/10;5132;205,7;117,11;1055652,4;601008,52;454643,88
Ásia;Tajikistan;Bebidas;Offline;C;11/09/14;337022197;22/09/14;1212;47,45;31,79;57509,4;38529,48;18979,92
África Subsaariana;Lesotho;Snacks;Offline;M;09/03/16;461408460;15/03/16;9872;152,58;97,44;1506269,76;961927,68;544342,08
Ásia;Bhutan;Artigos Escritório;Offline;M;19/10/11;221007430;10/11/11;9865;651,21;524,96;6424186,65;5178730,4;1245456,25
América Central e o Caribe;Trinidad and Tobago;Snacks;Offline;L;31/10/14;723680436;20/12/14;1978;152,58;97,44;301803,24;192736,32;109066,92
Austrália e Oceania;Tuvalu;Frutas;Offline;L;23/02/13;447601306;11/03/13;4028;9,33;6,92;37581,24;27873,76;9707,48
Oriente Médio e Norte da África;Iraq;Roupas;Offline;L;25/10/10;191256368;09/11/10;5864;109,28;35,84;640817,92;210165,76;430652,16
África Subsaariana;The Gambia;Vegetais;Offline;L;04/10/16;823444449;30/10/16;4366;154,06;90,93;672625,96;397000,38;275625,58
Oriente Médio e Norte da África;Bahrain;Bebidas;Online;C;04/09/10;133276879;10/07/10;8445;47,45;31,79;400715,25;268466,55;132248,7
Oriente Médio e Norte da África;Qatar;Carne;Online;H;22/12/14;480177485;07/02/15;4043;421,89;364,69;1705701,27;1474441,67;231259,6
África Subsaariana;Angola;Eletrodomésticos;Offline;H;08/04/15;243882596;11/05/15;9135;668,27;502,54;6104646,45;4590702,9;1513943,55
América Central e o Caribe;Costa Rica;Cosméticos;Online;L;02/03/17;574441039;06/04/17;8724;437,2;263,33;3814132,8;2297290,92;1516841,88
Austrália e Oceania;Papua New Guinea;Eletrodomésticos;Online;M;14/03/12;442214143;03/05/12;9847;668,27;502,54;6580454,69;4948511,38;1631943,31
Oriente Médio e Norte da África;Qatar;Roupas;Offline;C;22/11/11;687875735;02/12/11;6571;109,28;35,84;718078,88;235504,64;482574,24
América Central e o Caribe;Saint Kitts and Nevis ;Roupas;Offline;H;08/09/13;872412145;25/09/13;4995;109,28;35,84;545853,6;179020,8;366832,8
África Subsaariana;Sierra Leone;Frutas;Offline;C;23/04/12;627122199;29/04/12;8250;9,33;6,92;76972,5;57090;19882,5
Europa;Russia;Frutas;Online;M;14/02/11;103617227;12/03/11;1495;9,33;6,92;13948,35;10345,4;3602,95
Europa;Lithuania;Vegetais;Offline;M;06/10/10;423821055;22/10/10;6923;154,06;90,93;1066557,38;629508,39;437048,99
Europa;United Kingdom;Vegetais;Online;L;08/12/12;529970014;03/01/13;8759;154,06;90,93;1349411,54;796455,87;552955,67
Ásia;Indonesia;Cuidados Pessoais;Offline;H;17/08/16;334612929;03/10/16;8256;81,73;56,67;674762,88;467867,52;206895,36
Ásia;Mongolia;Bebidas;Offline;M;23/04/14;270611131;24/05/14;8702;47,45;31,79;412909,9;276636,58;136273,32
Oriente Médio e Norte da África;Egypt;Artigos Escritório;Online;C;18/11/10;841138446;08/12/10;413;651,21;524,96;268949,73;216808,48;52141,25
África Subsaariana;Comoros;Eletrodomésticos;Online;M;22/04/12;369681203;09/05/12;5738;668,27;502,54;3834533,26;2883574,52;950958,74
Europa;Slovenia;Eletrodomésticos;Offline;M;05/04/14;850038230;21/04/14;4057;668,27;502,54;2711171,39;2038804,78;672366,61
Oriente Médio e Norte da África;Lebanon;Bebidas;Online;M;21/06/13;296320855;13/07/13;6781;47,45;31,79;321758,45;215567,99;106190,46
Austrália e Oceania;Australia;Cosméticos;Offline;L;13/07/11;392952907;13/08/11;2352;437,2;263,33;1028294,4;619352,16;408942,24
América Central e o Caribe;Haiti;Snacks;Online;M;01/02/11;644670712;21/03/11;1245;152,58;97,44;189962,1;121312,8;68649,3
América Central e o Caribe;Saint Kitts and Nevis ;Carne;Online;L;27/01/12;626523101;16/02/12;963;421,89;364,69;406280,07;351196,47;55083,6
Oriente Médio e Norte da África;Syria;Vegetais;Offline;M;24/06/15;433871400;01/07/15;1044;154,06;90,93;160838,64;94930,92;65907,72
Ásia;Laos;Snacks;Offline;M;03/01/12;232389438;08/01/12;8054;152,58;97,44;1228879,32;784781,76;444097,56
América Central e o Caribe;Saint Kitts and Nevis ;Cereais;Offline;H;21/02/16;708063542;19/03/16;592;205,7;117,11;121774,4;69329,12;52445,28
África Subsaariana;Sudan;Vegetais;Offline;H;04/12/16;817192542;22/12/16;4288;154,06;90,93;660609,28;389907,84;270701,44
América Central e o Caribe;Guatemala;Carne;Offline;H;16/01/12;936387765;29/02/12;6803;421,89;364,69;2870117,67;2480986,07;389131,6
Ásia;Brunei;Roupas;Offline;H;06/08/11;612573039;09/08/11;2830;109,28;35,84;309262,4;101427,2;207835,2
Oriente Médio e Norte da África;Jordan;Roupas;Online;M;12/08/11;812984693;22/08/11;9092;109,28;35,84;993573,76;325857,28;667716,48
América Central e o Caribe;Panama;Carne;Offline;C;18/12/12;775171554;05/01/13;9344;421,89;364,69;3942140,16;3407663,36;534476,8
África Subsaariana;Central African Republic;Eletrodomésticos;Online;H;10/01/10;256994950;19/02/10;9372;668,27;502,54;6263026,44;4709804,88;1553221,56
Oriente Médio e Norte da África;Bahrain;Bebidas;Offline;M;28/02/17;886628711;31/03/17;1993;47,45;31,79;94567,85;63357,47;31210,38
África Subsaariana;Burundi;Bebidas;Online;C;08/12/11;312559163;16/12/11;2057;47,45;31,79;97604,65;65392,03;32212,62
Europa;Austria;Cereais;Online;L;18/08/14;753585135;13/09/14;1443;205,7;117,11;296825,1;168989,73;127835,37
Austrália e Oceania;Fiji;Bebidas;Offline;H;19/04/16;448817956;22/04/16;4062;47,45;31,79;192741,9;129130,98;63610,92
Austrália e Oceania;Fiji;Roupas;Offline;M;06/11/12;407681453;24/12/12;856;109,28;35,84;93543,68;30679,04;62864,64
Europa;Switzerland;Snacks;Online;H;27/05/16;359911954;23/06/16;4800;152,58;97,44;732384;467712;264672
Oriente Médio e Norte da África;Yemen;Artigos Escritório;Offline;M;18/08/13;105558288;19/08/13;5898;651,21;524,96;3840836,58;3096214,08;744622,5
África Subsaariana;Comoros;Cuidados Pessoais;Offline;H;31/12/14;864981782;11/02/15;6186;81,73;56,67;505581,78;350560,62;155021,16
África Subsaariana;Democratic Republic of the Congo;Artigos Escritório;Online;C;04/02/13;328856265;12/02/13;4732;651,21;524,96;3081525,72;2484110,72;597415
Ásia;Mongolia;Roupas;Offline;H;23/09/16;308168065;18/10/16;2633;109,28;35,84;287734,24;94366,72;193367,52
Austrália e Oceania;Palau;Eletrodomésticos;Offline;L;01/11/16;884216010;02/11/16;8021;668,27;502,54;5360193,67;4030873,34;1329320,33
Europa;Monaco;Snacks;Offline;M;27/12/12;858611428;09/01/13;1057;152,58;97,44;161277,06;102994,08;58282,98
Austrália e Oceania;Fiji;Cereais;Online;L;10/03/17;903278148;03/04/17;8932;205,7;117,11;1837312,4;1046026,52;791285,88
África Subsaariana;Mali;Bebidas;Online;L;17/03/12;410452497;26/03/12;870;47,45;31,79;41281,5;27657,3;13624,2
África Subsaariana;Liberia;Cereais;Offline;H;17/12/15;642683303;20/01/16;3126;205,7;117,11;643018,2;366085,86;276932,34
Europa;Switzerland;Bebidas;Offline;L;18/02/17;682831895;16/03/17;3987;47,45;31,79;189183,15;126746,73;62436,42
Austrália e Oceania;Samoa ;Comida para bebê;Online;L;05/11/16;584072101;05/11/16;8769;255,28;159,42;2238550,32;1397953,98;840596,34
Ásia;Nepal;Carne;Offline;C;09/04/17;919890248;18/05/17;4821;421,89;364,69;2033931,69;1758170,49;275761,2
Oriente Médio e Norte da África;Azerbaijan;Snacks;Offline;C;18/04/10;534085166;25/04/10;6524;152,58;97,44;995431,92;635698,56;359733,36
Europa;Georgia;Comida para bebê;Offline;H;01/08/11;590768182;07/09/11;288;255,28;159,42;73520,64;45912,96;27607,68
Oriente Médio e Norte da África;United Arab Emirates;Vegetais;Online;C;12/05/11;524363124;28/06/11;9556;154,06;90,93;1472197,36;868927,08;603270,28
Europa;Finland;Eletrodomésticos;Offline;L;25/01/16;289606320;14/02/16;9801;668,27;502,54;6549714,27;4925394,54;1624319,73
Europa;Portugal;Cereais;Offline;C;10/04/14;811546599;08/05/14;3528;205,7;117,11;725709,6;413164,08;312545,52
